         1      4.96    -3.738
         1     4.782    -3.828
         1     4.603    -3.918
         1     4.424    -4.008
         1     4.246    -4.098
         1     4.067    -4.188
         1     3.888    -4.278
         1      3.71    -4.368
         1     3.531    -4.458
         1     3.352    -4.548
         1     3.174    -4.637
         1     2.995    -4.727
         1     2.816    -4.817
         1     2.638    -4.907
         1     2.459    -4.997
         1      2.28    -5.087
         2    -4.465    -5.788
         2    -4.536    -5.601
         2    -4.606    -5.413
         2    -4.676    -5.226
         2    -4.747    -5.039
         2    -4.817    -4.852
         2    -4.888    -4.664
         2    -4.958    -4.477
         2    -5.028     -4.29
         2    -5.099    -4.103
         2    -5.169    -3.916
         2    -5.239    -3.728
         2     -5.31    -3.541
         2     -5.38    -3.354
         2    -5.451    -3.167
         2    -5.521     -2.98
         3     4.301    -1.935
         3     4.206     -1.76
         3      4.11    -1.584
         3     4.014    -1.409
         3     3.918    -1.233
         3     3.822    -1.058
         3     3.726   -0.8821
         3     3.631   -0.7066
         3     3.535    -0.531
         3     3.439   -0.3555
         3     3.343   -0.1799
         3     3.247 -0.004352
         3     3.152    0.1712
         3     3.056    0.3468
         3      2.96    0.5223
         3     2.864    0.6979
         4     5.095    -0.155
         4     4.955   -0.2979
         4     4.815   -0.4408
         4     4.675   -0.5837
         4     4.535   -0.7266
         4     4.395   -0.8695
         4     4.255    -1.012
         4     4.115    -1.155
         4     3.975    -1.298
         4     3.836    -1.441
         4     3.696    -1.584
         4     3.556    -1.727
         4     3.416     -1.87
         4     3.276    -2.013
         4     3.136    -2.156
         4     2.996    -2.299
         5    -4.536    0.9569
         5    -4.376    0.8368
         5    -4.216    0.7167
         5    -4.056    0.5967
         5    -3.896    0.4766
         5    -3.736    0.3565
         5    -3.576    0.2365
         5    -3.416    0.1164
         5    -3.256 -0.003656
         5    -3.096   -0.1237
         5    -2.936   -0.2438
         5    -2.776   -0.3639
         5    -2.616   -0.4839
         5    -2.456    -0.604
         5    -2.296   -0.7241
         5    -2.136   -0.8441
         6    -4.363    -4.248
         6    -4.219    -4.109
         6    -4.075     -3.97
         6    -3.932    -3.831
         6    -3.788    -3.691
         6    -3.644    -3.552
         6    -3.501    -3.413
         6    -3.357    -3.274
         6    -3.213    -3.135
         6     -3.07    -2.996
         6    -2.926    -2.857
         6    -2.782    -2.718
         6    -2.638    -2.579
         6    -2.495    -2.439
         6    -2.351      -2.3
         6    -2.207    -2.161
         7     3.089     0.319
         7     3.224    0.1711
         7     3.359   0.02318
         7     3.493   -0.1247
         7     3.628   -0.2727
         7     3.762   -0.4206
         7     3.897   -0.5685
         7     4.032   -0.7164
         7     4.166   -0.8644
         7     4.301    -1.012
         7     4.435     -1.16
         7      4.57    -1.308
         7     4.705    -1.456
         7     4.839    -1.604
         7     4.974    -1.752
         7     5.108      -1.9
         8     -5.64     3.946
         8    -5.508     3.795
         8    -5.377     3.645
         8    -5.245     3.494
         8    -5.113     3.343
         8    -4.982     3.193
         8     -4.85     3.042
         8    -4.718     2.892
         8    -4.587     2.741
         8    -4.455     2.591
         8    -4.323      2.44
         8    -4.192      2.29
         8     -4.06     2.139
         8    -3.928     1.989
         8    -3.797     1.838
         8    -3.665     1.687
         9     1.225    -3.972
         9     1.187    -3.776
         9      1.15     -3.58
         9     1.112    -3.383
         9     1.074    -3.187
         9     1.036     -2.99
         9    0.9982    -2.794
         9    0.9604    -2.598
         9    0.9226    -2.401
         9    0.8848    -2.205
         9    0.8469    -2.008
         9    0.8091    -1.812
         9    0.7713    -1.616
         9    0.7335    -1.419
         9    0.6956    -1.223
         9    0.6578    -1.026
        10     2.322    -1.694
        10     2.146    -1.789
        10      1.97    -1.883
        10     1.794    -1.978
        10     1.618    -2.073
        10     1.442    -2.168
        10     1.266    -2.263
        10      1.09    -2.358
        10     0.914    -2.453
        10    0.7379    -2.548
        10    0.5618    -2.642
        10    0.3858    -2.737
        10    0.2097    -2.832
        10   0.03364    -2.927
        10   -0.1424    -3.022
