         1    0.4734   -0.4341
         1    0.4168   -0.2423
         1    0.3337  -0.06041
         1     0.219    0.1035
         1    0.0272    0.1601
         1   -0.1059   0.01074
         1  -0.04476   -0.1797
         1  -0.01106   -0.3768
         1 -0.002419   -0.5767
         1   -0.1955   -0.5244
         1   -0.2385   -0.3291
         1  -0.04256    -0.289
         1    0.0538   -0.4642
         1  -0.05922   -0.6292
         1   -0.1704    -0.463
         1   -0.2186   -0.2689
         2    -2.383     -3.24
         2    -2.223    -3.119
         2    -2.079     -2.98
         2    -1.952    -2.826
         2    -1.822    -2.674
         2    -1.692    -2.522
         2    -1.549    -2.382
         2    -1.393    -2.257
         2      -1.2    -2.203
         2    -1.002    -2.227
         2   -0.8135    -2.294
         2   -0.6208    -2.348
         2   -0.4287    -2.292
         2   -0.3852    -2.097
         2   -0.5057    -1.937
         2   -0.6957    -1.875
         3     1.838   -0.9229
         3     1.643   -0.8802
         3     1.448   -0.8342
         3      1.25   -0.8025
         3     1.057   -0.7535
         3    0.8624   -0.7052
         3    0.6727   -0.6421
         3    0.4938   -0.5527
         3    0.3169   -0.4592
         3    0.1538   -0.5749
         3   0.04481   -0.7426
         3    -0.121   -0.8545
         3   -0.3156   -0.8086
         3   -0.2041   -0.6426
         3 -0.008995   -0.5985
         3    0.1902   -0.6163
         4     3.182   -0.5872
         4     2.984   -0.6147
         4     2.784   -0.6211
         4     2.585   -0.6078
         4     2.385   -0.5995
         4     2.185   -0.5864
         4     1.985   -0.5913
         4     1.785   -0.5894
         4     1.585   -0.5849
         4     1.387   -0.5607
         4     1.191   -0.5213
         4    0.9916   -0.5015
         4    0.7918   -0.4924
         4     0.592   -0.4833
         4    0.3929    -0.465
         4    0.1929   -0.4679
         5   -0.3317    0.1614
         5   -0.1691   0.04484
         5  -0.03532   -0.1038
         5   0.03413   -0.2913
         5    0.1316    -0.466
         5    0.3312   -0.4788
         5    0.1905    -0.621
         5 -0.009073   -0.6342
         5   -0.1951   -0.5607
         5   -0.3574   -0.4439
         5   -0.2872   -0.2566
         5   -0.0986   -0.3233
         5   0.00902   -0.4919
         5    0.2041    -0.536
         5    0.1455   -0.3448
         5  -0.04995   -0.3025
         6   -0.5173    -1.301
         6   -0.3227    -1.255
         6   -0.1287    -1.207
         6   0.05015    -1.117
         6    0.2076   -0.9938
         6    0.3073   -0.8204
         6    0.2649    -0.625
         6    0.1464   -0.4639
         6   0.01215   -0.3156
         6  -0.06474    -0.131
         6   0.09582   -0.2502
         6    0.1541   -0.4416
         6    0.3536   -0.4278
         6    0.3345   -0.2287
         6    0.1345   -0.2238
         6    0.2497   -0.3873
         7    0.6483     -1.12
         7    0.4963   -0.9899
         7    0.3471   -0.8567
         7    0.2074   -0.7136
         7    0.1396   -0.5254
         7    0.2028   -0.3357
         7    0.3806   -0.4273
         7    0.5801   -0.4417
         7    0.7384   -0.5638
         7    0.6496   -0.7431
         7     0.454   -0.7015
         7    0.2565   -0.6696
         7   0.05859   -0.6982
         7  -0.05781   -0.5355
         7  -0.02258   -0.3387
         7  -0.02682   -0.1387
         8    -2.767     1.031
         8    -2.569    0.9991
         8    -2.376    0.9489
         8    -2.189    0.8769
         8    -2.008    0.7922
         8    -1.831    0.6993
         8    -1.667    0.5851
         8    -1.519    0.4506
         8     -1.36    0.3296
         8    -1.192    0.2197
         8    -1.015    0.1278
         8   -0.8276   0.05723
         8   -0.6333  0.009971
         8   -0.4344  -0.01061
         8   -0.2346  -0.02079
         8  -0.03481  -0.01226
         9   -0.1445    -2.294
         9   -0.2296    -2.113
         9    -0.304    -1.927
         9   -0.3361     -1.73
         9   -0.3487     -1.53
         9   -0.3703    -1.331
         9   -0.3802    -1.131
         9   -0.3478   -0.9341
         9   -0.2437   -0.7633
         9  -0.09528   -0.6293
         9   -0.1388   -0.4341
         9   -0.0176    -0.275
         9   -0.1077   -0.4535
         9   0.03998   -0.3186
         9   0.07814   -0.5149
         9    0.1953    -0.677
        10     1.359   -0.6433
        10     1.159   -0.6496
