         1     3.283    -2.016
         1     3.184    -1.842
         1     3.083    -1.669
         1     2.945    -1.525
         1     2.768    -1.432
         1     2.634    -1.581
         1     2.641    -1.781
         1     2.675    -1.978
         1     2.695    -2.177
         1     2.721    -2.375
         1     2.716    -2.575
         1     2.698    -2.774
         1     2.686    -2.974
         1     2.668    -3.173
         1      2.65    -3.372
         1     2.647    -3.572
         2    -2.291    -3.254
         2    -2.254    -3.058
         2    -2.169    -2.876
         2    -2.057    -2.711
         2     -1.92    -2.565
         2    -1.735    -2.487
         2     -1.56    -2.584
         2    -1.458    -2.756
         2    -1.606    -2.891
         2    -1.806    -2.893
         2    -1.961    -2.766
         2    -2.039    -2.582
         2    -2.231    -2.638
         2    -2.351    -2.797
         2    -2.151    -2.796
         2    -1.972    -2.707
         3     3.841   -0.8334
         3      3.65   -0.8902
         3     3.455   -0.9346
         3     3.264   -0.9961
         3     3.074    -1.057
         3      2.88    -1.107
         3     2.683    -1.143
         3     2.484     -1.15
         3     2.412   -0.9635
         3     2.309   -0.7921
         3      2.22    -0.613
         3      2.25   -0.4153
         3     2.449   -0.4302
         3     2.591   -0.5706
         3     2.684   -0.7478
         3      2.74   -0.9398
         4     4.078   -0.4418
         4     3.986   -0.6197
         4     3.878   -0.7877
         4     3.757   -0.9473
         4     3.628      -1.1
         4     3.486    -1.241
         4     3.319    -1.351
         4     3.135    -1.428
         4     2.938    -1.465
         4     2.739    -1.481
         4     2.548    -1.422
         4     2.424    -1.264
         4     2.228    -1.229
         4     2.029    -1.252
         4     1.836    -1.306
         4     1.664    -1.408
         5    -1.943    0.5733
         5    -2.138    0.6154
         5    -2.338    0.6101
         5    -2.537    0.6322
         5    -2.731    0.5849
         5    -2.927    0.5422
         5    -3.124    0.5741
         5    -3.207    0.7563
         5    -3.025    0.6733
         5    -2.871    0.5447
         5    -2.738    0.3957
         5    -2.556    0.3132
         5    -2.394    0.4309
         5    -2.376    0.6301
         5    -2.369    0.8299
         5    -2.298     1.017
         6    -1.803    -2.657
         6    -1.975    -2.554
         6    -2.061    -2.374
         6    -1.909    -2.245
         6    -1.962    -2.437
         6    -2.103    -2.579
         6     -2.06    -2.774
         6    -1.886    -2.873
         6    -1.995    -3.041
         6    -2.195    -3.051
         6    -2.213    -2.851
         6    -2.152    -2.661
         6    -1.962    -2.599
         6    -1.805    -2.475
         6    -1.605    -2.489
         6    -1.406    -2.509
         7     1.724   -0.6209
         7     1.924   -0.6162
         7     2.122    -0.641
         7      2.31   -0.7083
         7     2.489   -0.7976
         7     2.654   -0.9114
         7     2.774    -1.071
         7     2.813    -1.268
         7     2.853    -1.071
         7     2.716   -0.9263
         7     2.666     -1.12
         7     2.684    -1.319
         7     2.704    -1.518
         7     2.564    -1.661
         7     2.558    -1.461
         7     2.621    -1.271
         8     -3.31     3.003
         8    -3.235     2.817
         8    -3.133     2.645
         8    -3.019     2.482
         8    -2.899     2.321
         8    -2.785     2.157
         8    -2.662     1.999
         8    -2.559     1.828
         8    -2.359     1.822
         8    -2.246     1.987
         8    -2.253     2.187
         8     -2.34     2.367
         8    -2.469      2.52
         8    -2.606     2.666
         8    -2.778     2.768
         8     -2.96      2.85
         9    0.6829    -3.101
         9    0.5148    -2.992
         9    0.3415    -2.892
         9    0.1646    -2.799
         9  -0.01381    -2.709
         9   -0.1995    -2.635
         9   -0.3772    -2.543
         9   -0.4976    -2.383
         9   -0.5119    -2.184
         9   -0.4866    -1.985
         9     -0.46    -1.787
         9    -0.433    -1.589
         9    -0.242     -1.53
         9  -0.05404    -1.598
         9    0.1458     -1.59
         9    0.3092    -1.474
        10     1.649    -1.431
        10     1.466     -1.35
        10     1.295    -1.247
        10     1.118    -1.154
        10     0.921    -1.117
        10    0.7217    -1.133
        10    0.5244    -1.166
        10    0.3272      -1.2
        10    0.1386    -1.266
        10 -0.009982      -1.4
        10   0.01245    -1.599
        10    0.1305     -1.76
        10    0.3294    -1.781
        10    0.2414    -1.601
        10    0.1185    -1.444
        10    0.1638    -1.249
        11     1.087   -0.4457
        11    0.9036   -0.3653
        11    0.7293   -0.2673
        11    0.6453  -0.08579
        11    0.6272    0.1134
        11    0.5875    0.3094
        11    0.4644     0.467
        11     0.268    0.5049
        11    0.1138    0.3775
        11    0.1009     0.178
        11    0.2024  0.005605
        11    0.3405    -0.139
        11    0.4207   -0.3223
        11    0.3895   -0.5198
        11    0.2923   -0.6946
        11    0.1899   -0.8664
        12    -1.735   -0.8755
        12    -1.566   -0.7683
        12    -1.416   -0.6366
        12    -1.276   -0.4933
        12    -1.125   -0.3624
        12   -0.9604   -0.2485
        12   -0.7767   -0.1694
        12   -0.5767   -0.1672
        12   -0.3868   -0.2297
        12   -0.2426   -0.3683
        12   -0.1157   -0.5229
        12  0.002277   -0.6844
        12    0.1599   -0.8076
        12    0.3304   -0.7031
        12    0.4745   -0.5643
        12    0.5795   -0.3942
        13    -3.967     1.301
        13    -3.767     1.316
        13    -3.568     1.328
        13    -3.368     1.345
        13    -3.169     1.362
        13     -2.97     1.379
        13    -2.772     1.406
        13     -2.59     1.489
        13    -2.475     1.653
        13    -2.391     1.834
        13    -2.308     2.016
        13     -2.21     2.191
        13    -2.096     2.355
        13    -1.907     2.421
        13    -2.104     2.458
        13    -2.273     2.564
        14      3.55    -5.148
        14     3.566    -4.949
        14     3.575    -4.749
        14     3.581    -4.549
        14     3.558    -4.351
        14      3.53    -4.152
        14      3.48    -3.959
        14     3.421    -3.768
        14     3.355    -3.579
        14     3.255    -3.405
        14     3.056    -3.424
        14     2.901     -3.55
        14     2.771    -3.702
        14     2.652    -3.863
        14     2.527    -4.018
        14     2.391    -4.166
        15    -2.977   -0.7719
        15    -2.981   -0.9718
        15    -2.975    -1.172
        15    -3.003     -1.37
        15    -3.036    -1.567
        15    -3.034    -1.767
        15    -2.978    -1.959
        15    -2.857    -2.118
        15    -2.712    -2.256
        15    -2.565    -2.392
        15    -2.483    -2.574
        15     -2.65    -2.464
        15    -2.689    -2.268
        15    -2.846    -2.143
        15    -3.021    -2.046
        15    -3.204    -1.966
        16   -0.4911     -1.74
        16   -0.4287     -1.55
        16   -0.3837    -1.355
        16   -0.3253    -1.163
        16   -0.2319   -0.9866
        16  -0.09774   -0.8383
        16   0.09522   -0.7857
        16    0.2439   -0.9194
        16    0.2541    -1.119
        16    0.2656    -1.319
        16    0.3436    -1.503
        16    0.3569    -1.703
        16    0.3199    -1.899
        16    0.1901    -2.051
        16   0.06273    -2.205
        16  -0.05936    -2.364
        17     2.939      0.87
        17     2.789    0.7377
        17     2.625     0.623
        17     2.443    0.5393
        17     2.244    0.5581
        17     2.075    0.6656
        17     1.987    0.8449
        17     1.993     1.045
        17     2.069      1.23
        17     2.131      1.42
        17     2.239     1.588
        17     2.363     1.745
        17     2.483     1.905
        17     2.593     2.072
        17      2.71     2.234
        17     2.817     2.403
        18    -2.195    -4.748
        18    -2.186    -4.548
        18    -2.182    -4.348
        18    -2.163    -4.149
        18    -2.126    -3.953
        18    -2.089    -3.756
        18    -2.049     -3.56
        18    -2.005    -3.365
        18    -1.945    -3.174
        18    -1.827    -3.013
        18    -1.701    -2.858
        18     -1.57    -2.706
        18    -1.728    -2.584
        18     -1.87    -2.442
        18    -1.797    -2.256
        18    -1.664    -2.107
        19    -3.228    -2.005
        19    -3.126    -2.177
        19    -3.007    -2.338
        19    -2.811     -2.38
        19    -2.653    -2.257
        19     -2.53      -2.1
        19    -2.379    -1.968
        19    -2.259    -2.127
        19    -2.193    -2.316
        19    -2.164    -2.514
        19    -2.203     -2.71
        19    -2.401    -2.739
        19    -2.591    -2.676
        19    -2.617    -2.478
        19    -2.729    -2.313
        19    -2.909    -2.225
        20      2.39    -5.668
        20     2.414     -5.47
        20     2.445    -5.272
        20     2.474    -5.074
        20     2.513    -4.878
        20     2.575    -4.688
        20     2.645    -4.501
        20     2.709    -4.311
        20     2.775    -4.122
        20     2.802    -3.924
        20     2.707    -3.748
        20     2.577    -3.596
        20     2.417    -3.476
        20     2.237     -3.39
        20     2.048    -3.322
        20     1.859    -3.258
        21     4.318     -1.68
        21     4.124    -1.631
        21     3.932    -1.573
        21     3.735    -1.538
        21     3.537    -1.513
        21     3.337    -1.513
        21     3.137    -1.506
        21     2.945    -1.451
        21     2.777    -1.342
        21     2.665    -1.176
        21     2.564    -1.003
        21     2.456    -0.835
        21     2.466    -1.035
        21     2.604    -1.179
        21     2.791    -1.249
        21     2.991    -1.244
        22    0.6517    -3.362
        22    0.4551    -3.326
        22    0.2551    -3.326
        22    0.1054    -3.459
        22    0.3033    -3.487
        22    0.4888    -3.412
        22     0.638    -3.279
        22    0.7769    -3.135
        22     0.924        -3
        22     1.082    -2.877
        22     1.259    -2.783
        22     1.441      -2.7
        22     1.637    -2.661
        22     1.837    -2.657
        22     2.035    -2.681
        22     2.231     -2.72
        23   -0.9868     3.094
        23    -1.114      2.94
        23    -1.281      2.83
        23    -1.481     2.821
        23    -1.659     2.913
        23    -1.803     3.052
        23    -1.882     3.235
        23    -1.819     3.425
        23    -1.627     3.479
        23    -1.488     3.335
        23     -1.49     3.135
        23    -1.619     2.982
        23    -1.815     2.945
        23    -2.012     2.911
        23    -2.158     2.774
        23     -2.21     2.581
        24     3.318     2.949
        24     3.142     2.854
        24     2.968     2.756
        24     2.802     2.645
        24     2.697     2.474
        24     2.625     2.288
        24     2.694       2.1
        24     2.758      1.91
        24     2.703     1.718
        24     2.557     1.581
        24     2.361     1.542
        24     2.177     1.619
        24     2.151     1.817
        24     2.252      1.99
        24     2.342     2.168
        24     2.429     2.349
