         1    -6.487     2.883
         1    -6.288      2.87
         1    -6.088     2.856
         1    -5.889     2.843
         1    -5.689     2.829
         1    -5.489     2.816
         1     -5.29     2.802
         1     -5.09     2.789
         1    -4.891     2.775
         1    -4.691     2.762
         1    -4.492     2.748
         1    -4.292     2.735
         1    -4.093     2.721
         1    -3.893     2.708
         1    -3.694     2.694
         1    -3.494     2.681
         2     1.217    -3.112
         2     1.017    -3.113
         2    0.8174    -3.113
         2    0.6174    -3.114
         2    0.4174    -3.115
         2    0.2174    -3.115
         2   0.01735    -3.116
         2   -0.1826    -3.116
         2   -0.3826    -3.117
         2   -0.5826    -3.117
         2   -0.7826    -3.118
         2   -0.9826    -3.119
         2    -1.183    -3.119
         2    -1.383     -3.12
         2    -1.583     -3.12
         2    -1.783    -3.121
         3    -2.972    -1.606
         3    -2.773    -1.585
         3    -2.574    -1.565
         3    -2.375    -1.545
         3    -2.176    -1.524
         3    -1.977    -1.504
         3    -1.778    -1.484
         3    -1.579    -1.463
         3     -1.38    -1.443
         3    -1.181    -1.423
         3   -0.9825    -1.402
         3   -0.7835    -1.382
         3   -0.5846    -1.362
         3   -0.3856    -1.341
         3   -0.1867    -1.321
         3    0.0123    -1.301
         4     3.283   -0.6159
         4     3.345   -0.4256
         4     3.406   -0.2354
         4     3.468  -0.04521
         4      3.53     0.145
         4     3.592    0.3352
         4     3.653    0.5254
         4     3.715    0.7157
         4     3.777    0.9059
         4     3.839     1.096
         4     3.901     1.286
         4     3.962     1.477
         4     4.024     1.667
         4     4.086     1.857
         4     4.148     2.047
         4     4.209     2.237
         5    -1.534    -1.965
         5    -1.664    -2.118
         5    -1.793     -2.27
         5    -1.923    -2.423
         5    -2.052    -2.575
         5    -2.182    -2.728
         5    -2.311     -2.88
         5     -2.44    -3.033
         5     -2.57    -3.185
         5    -2.699    -3.338
         5    -2.829     -3.49
         5    -2.958    -3.643
         5    -3.087    -3.795
         5    -3.217    -3.948
         5    -3.346      -4.1
         5    -3.476    -4.253
         6     6.174    -2.523
         6     5.987    -2.593
         6       5.8    -2.664
         6     5.612    -2.734
         6     5.425    -2.805
         6     5.238    -2.875
         6     5.051    -2.946
         6     4.864    -3.016
         6     4.677    -3.087
         6     4.489    -3.157
         6     4.302    -3.227
         6     4.115    -3.298
         6     3.928    -3.368
         6     3.741    -3.439
         6     3.553    -3.509
         6     3.366     -3.58
         7    -5.176   0.05024
         7    -4.978   0.02931
         7    -4.779   0.00839
         7     -4.58  -0.01254
         7    -4.381  -0.03346
         7    -4.182  -0.05439
         7    -3.983  -0.07531
         7    -3.784  -0.09624
         7    -3.585   -0.1172
         7    -3.386   -0.1381
         7    -3.187    -0.159
         7    -2.988   -0.1799
         7     -2.79   -0.2009
         7    -2.591   -0.2218
         7    -2.392   -0.2427
         7    -2.193   -0.2636
         8   -0.4003     4.173
         8   -0.2497     4.041
         8  -0.09917     3.909
         8   0.05139     3.778
         8     0.202     3.646
         8    0.3525     3.514
         8    0.5031     3.383
         8    0.6536     3.251
         8    0.8042     3.119
         8    0.9548     2.988
         8     1.105     2.856
         8     1.256     2.724
         8     1.406     2.593
         8     1.557     2.461
         8     1.708      2.33
         8     1.858     2.198
         9    -3.703    -6.167
         9    -3.829    -6.012
         9    -3.954    -5.856
         9     -4.08      -5.7
         9    -4.205    -5.544
         9    -4.331    -5.389
         9    -4.456    -5.233
         9    -4.582    -5.077
         9    -4.707    -4.922
         9    -4.833    -4.766
         9    -4.958     -4.61
         9    -5.084    -4.455
         9     -5.21    -4.299
         9    -5.335    -4.143
         9    -5.461    -3.988
         9    -5.586    -3.832
        10     3.316   -0.4014
        10     3.361   -0.5964
        10     3.405   -0.7914
        10      3.45   -0.9864
        10     3.494    -1.181
        10     3.538    -1.376
        10     3.583    -1.571
        10     3.627    -1.766
        10     3.672    -1.961
        10     3.716    -2.156
        10     3.761    -2.351
        10     3.805    -2.546
        10      3.85    -2.741
        10     3.894    -2.936
        10     3.939    -3.131
        10     3.983    -3.326
        11     -3.46      2.53
        11    -3.511     2.724
        11    -3.562     2.917
        11    -3.612     3.111
        11    -3.663     3.304
        11    -3.714     3.498
        11    -3.764     3.691
        11    -3.815     3.885
        11    -3.866     4.078
        11    -3.916     4.272
        11    -3.967     4.465
        11    -4.018     4.659
        11    -4.068     4.852
        11    -4.119     5.045
        11     -4.17     5.239
        11     -4.22     5.432
        12      1.89   -0.1167
        12     1.693    -0.147
        12     1.495   -0.1773
        12     1.297   -0.2076
        12     1.099   -0.2379
        12    0.9017   -0.2682
        12    0.7041   -0.2985
        12    0.5064   -0.3288
        12    0.3087   -0.3591
        12     0.111   -0.3894
        12   -0.0867   -0.4198
        12   -0.2844   -0.4501
        12   -0.4821   -0.4804
        12   -0.6798   -0.5107
        12   -0.8775    -0.541
        12    -1.075   -0.5713
        13     2.944     3.467
        13     3.019     3.282
        13     3.093     3.096
        13     3.168     2.911
        13     3.242     2.725
        13     3.317     2.539
        13     3.391     2.354
        13     3.466     2.168
        13      3.54     1.983
        13     3.615     1.797
        13     3.689     1.611
        13     3.764     1.426
        13     3.838      1.24
        13     3.913     1.055
        13     3.987     0.869
        13     4.062    0.6834
        14     3.386     -3.39
        14     3.188     -3.36
        14     2.991    -3.329
        14     2.793    -3.298
        14     2.595    -3.267
        14     2.398    -3.236
        14       2.2    -3.205
        14     2.003    -3.174
        14     1.805    -3.143
        14     1.607    -3.112
        14      1.41    -3.082
        14     1.212    -3.051
        14     1.015     -3.02
        14    0.8171    -2.989
        14    0.6195    -2.958
        14    0.4219    -2.927
        15   -0.6272    -2.263
        15   -0.8207    -2.212
        15    -1.014    -2.161
        15    -1.208     -2.11
        15    -1.401     -2.06
        15    -1.595    -2.009
        15    -1.788    -1.958
        15    -1.982    -1.908
        15    -2.175    -1.857
        15    -2.368    -1.806
        15    -2.562    -1.756
        15    -2.755    -1.705
        15    -2.949    -1.654
        15    -3.142    -1.604
        15    -3.336    -1.553
        15    -3.529    -1.502
        16    -2.527     2.157
        16    -2.537     2.357
        16    -2.547     2.557
        16    -2.558     2.757
        16    -2.568     2.956
        16    -2.578     3.156
        16    -2.589     3.356
        16    -2.599     3.556
        16     -2.61     3.755
        16     -2.62     3.955
        16     -2.63     4.155
        16    -2.641     4.354
        16    -2.651     4.554
        16    -2.661     4.754
        16    -2.672     4.954
        16    -2.682     5.153
        17     1.661    -1.662
        17     1.474    -1.732
        17     1.287    -1.802
        17     1.099    -1.872
        17    0.9119    -1.942
        17    0.7246    -2.012
        17    0.5372    -2.082
        17    0.3499    -2.152
        17    0.1625    -2.222
        17   -0.0248    -2.292
        17   -0.2121    -2.362
        17   -0.3995    -2.432
        17   -0.5868    -2.502
        17   -0.7742    -2.572
        17   -0.9615    -2.642
        17    -1.149    -2.712
        18     5.247   -0.1353
        18     5.213    0.0618
        18     5.179    0.2589
        18     5.145     0.456
        18     5.111     0.653
        18     5.077    0.8501
        18     5.043     1.047
        18     5.009     1.244
        18     4.975     1.441
        18      4.94     1.638
        18     4.906     1.835
        18     4.872     2.033
        18     4.838      2.23
        18     4.804     2.427
        18      4.77     2.624
        18     4.736     2.821
        19    -2.914   -0.4394
        19    -3.071   -0.3153
        19    -3.228   -0.1912
        19    -3.384   -0.0671
        19    -3.541   0.05701
        19    -3.698    0.1811
        19    -3.855    0.3052
        19    -4.012    0.4293
        19    -4.169    0.5534
        19    -4.325    0.6775
        19    -4.482    0.8016
        19    -4.639    0.9257
        19    -4.796      1.05
        19    -4.953     1.174
        19     -5.11     1.298
        19    -5.266     1.422
        20     3.981    -3.746
        20     3.831    -3.879
        20     3.682    -4.012
        20     3.532    -4.145
        20     3.383    -4.278
        20     3.234    -4.411
        20     3.084    -4.544
        20     2.935    -4.677
        20     2.785     -4.81
        20     2.636    -4.943
        20     2.487    -5.076
        20     2.337    -5.209
        20     2.188    -5.342
        20     2.038    -5.475
        20     1.889    -5.607
        20     1.739     -5.74
        21      5.95    -2.634
        21     5.776    -2.536
        21     5.602    -2.438
        21     5.427     -2.34
        21     5.253    -2.242
        21     5.079    -2.143
        21     4.905    -2.045
        21      4.73    -1.947
        21     4.556    -1.849
        21     4.382    -1.751
        21     4.208    -1.653
        21     4.033    -1.554
        21     3.859    -1.456
        21     3.685    -1.358
        21     3.511     -1.26
        21     3.336    -1.162
        22      3.55     1.227
        22     3.679      1.38
        22     3.808     1.532
        22     3.938     1.685
        22     4.067     1.837
        22     4.196      1.99
        22     4.325     2.143
        22     4.455     2.295
        22     4.584     2.448
        22     4.713       2.6
        22     4.842     2.753
        22     4.972     2.906
        22     5.101     3.058
        22      5.23     3.211
        22     5.359     3.364
        22     5.489     3.516
        23    -5.877       3.5
        23    -5.734      3.36
        23    -5.591      3.22
        23    -5.448      3.08
        23    -5.305     2.941
        23    -5.162     2.801
